Time Step - No.;Time Step - Repetitions;Newton Iterations;Cumulative Time - DAYS;Date;Cumulative Production Oil MSTB;Cumulative Production Gas MMSCF;Cumulative Production Water MSTB;Cumulative Injection Gas MMSCF;Cumulative Injection Water MSTB;Production Rate Oil STB/D;Production Rate Gas MSCF/D;Production Rate Water STB/D;Injection Rate Gas MSCF/D;Injection Rate Water STB/D;Gaslift Rate - MSCF/D;Cumulative Gaslift - MMSCF;Gas Oil Ratio MSCF/STB;Water Oil Ratio STB/STB;Water Cut - STB/STB;Recovery OOIP - %;Ave.Wt. Pressure Tot-PV PSIA;Ave.Wt. Pressure HCPV+ PSIA;CPU TIME - Seconds;Elapsed TIME - Seconds
636;0;4;11209;Thu Sep 09 00:00:00 GST 2021;81381.6;56151.4;11037.6;21586.1;50617.6;105000;67442.04;5042.27;47436.64;100476;43907.04;11111.1;0.64;0.048;0.046;2.7;4634.09;4377.73;14683.7;14707.9
637;0;1;11211;Sat Sep 11 00:00:00 GST 2021;81591.6;56285.7;11047.8;21680.4;50818.5;105000;67111.71;5090.16;47112.48;100458.5;35746.28;11182.5;0.64;0.048;0.046;2.71;4633.95;4377.71;14691.6;14715.8
638;0;3;11212;Sun Sep 12 00:00:00 GST 2021;81696.6;56353.2;11052.9;21727.9;50924.5;105000;67517.28;5102.39;47512.61;106025.4;38621.71;11221.2;0.64;0.049;0.046;2.71;4633.88;4377.72;14716.4;14740.6
639;0;1;11214;Tue Sep 14 00:00:00 GST 2021;81906.6;56488.7;11063.1;21823.4;51135.8;105000;67766.53;5115.56;47758.15;105626.7;36907.5;11295;0.65;0.049;0.046;2.72;4633.77;4377.78;14724.8;14749
640;0;1;11217.4;Fri Sep 17 00:00:00 GST 2021;82263.6;56717.9;11080.6;21984.6;51495.1;105000;67408.09;5129.22;47404.86;105675.7;37601.96;11422.8;0.64;0.049;0.047;2.73;4633.58;4377.87;14732.9;14757.2
641;0;3;11224.2;Fri Sep 24 00:00:00 GST 2021;82977.6;57173.6;11115.7;22304.2;52215.2;105000;67008.09;5167.78;47011.07;105894.2;34813.5;11659.6;0.64;0.049;0.047;2.76;4633.15;4378.02;14753.2;14777.5
642;0;3;11231;Fri Oct 01 00:00:00 GST 2021;83691.6;57631.7;11151.4;22626.3;52936.2;105000;67368.32;5248.03;47366.6;106038.8;30408.9;11866.3;0.64;0.05;0.048;2.78;4632.77;4378.2;14774.7;14799.1
643;0;12;11241;Mon Oct 11 00:00:00 GST 2021;84645;58266.7;11186;23070.1;54006.2;95341.69;63500.43;3460.86;44371.52;106996.8;582.49;11872.2;0.67;0.036;0.035;2.81;4632.49;4379.13;14941.3;14965.8
644;1;4;11251;Thu Oct 21 00:00:00 GST 2021;85695;58957;11238.9;23560.2;55066.3;105000;69037.16;5293.89;49010.27;106011.7;26500.47;12137.2;0.66;0.05;0.048;2.85;4631.94;4379.51;15269.2;15294.2
645;0;11;11261;Sun Oct 31 00:00:00 GST 2021;86741.8;59635.8;11291.6;24039.3;56113.4;104686.1;67878.21;5262.82;47912.19;104712.4;39711.71;12534.3;0.65;0.05;0.048;2.88;4631.29;4379.4;15390.9;15416
646;0;2;11262;Mon Nov 01 00:00:00 GST 2021;86846.8;59703.9;11296.9;24087.4;56223.3;105000;68096.67;5333.02;48085.08;109838.2;43177.53;12577.5;0.65;0.051;0.048;2.89;4631.23;4379.43;15410.8;15436
647;0;2;11264;Wed Nov 03 00:00:00 GST 2021;87056.8;59840.1;11307.6;24183.5;56443.1;105000;68070.32;5331.41;48057.78;109911.5;43535.74;12664.5;0.65;0.051;0.048;2.89;4631.14;4379.56;15433.3;15458.5
648;0;3;11267.75;Sat Nov 06 00:00:00 GST 2021;87450.6;60096.2;11327.8;24364.6;56854.4;105000;68302.97;5400.71;48288.05;109669.9;41185.45;12819;0.65;0.051;0.049;2.91;4630.93;4379.72;15455.4;15480.6
649;0;2;11273.375;Fri Nov 12 00:00:00 GST 2021;88041.2;60478.8;11358;24634.6;57468.1;105000;68017.07;5370.34;48006.72;109118.9;42552.29;13058.3;0.65;0.051;0.049;2.93;4630.62;4379.95;15471;15496.3
650;0;4;11279;Thu Nov 18 00:00:00 GST 2021;88631.8;60860.2;11388.6;24903.4;58080.4;105000;67797.85;5431.14;47791.3;108849.5;41808.89;13293.5;0.65;0.052;0.049;2.95;4630.31;4380.16;15506.4;15531.8
651;0;2;11280;Fri Nov 19 00:00:00 GST 2021;88736.8;60928.8;11394;24952.1;58194.1;105000;68654.03;5430.55;48634.57;113628.6;39704.32;13333.2;0.65;0.052;0.049;2.95;4630.25;4380.2;15526.2;15551.6
652;0;2;11282;Sun Nov 21 00:00:00 GST 2021;88946.8;61065.8;11404.9;25049;58420.8;105000;68475.48;5439.59;48458.68;113380.3;46742.94;13426.7;0.65;0.052;0.049;2.96;4630.17;4380.34;15540.1;15565.6
653;0;2;11285.333;Wed Nov 24 00:00:00 GST 2021;89296.8;61294;11423.1;25210.5;58798.2;105000;68472.47;5456.63;48455.53;113218.2;46809.28;13582.7;0.65;0.052;0.049;2.97;4630.05;4380.59;15555.1;15580.5
654;0;3;11292;Wed Dec 01 00:00:00 GST 2021;89996.8;61749.1;11459.7;25532.1;59551.9;105000;68259.24;5487.43;48246.04;113048.3;46697.84;13894.1;0.65;0.052;0.05;2.99;4629.74;4380.94;15577.7;15603.3
655;0;11;11303;Sun Dec 12 00:00:00 GST 2021;91151.8;62501.2;11521.7;26064.2;60790.1;105000;68377.22;5635.96;48367.84;112569.9;32396.6;14250.4;0.65;0.054;0.051;3.03;4629.22;4381.46;15740.8;15766.6
656;0;5;11314;Thu Dec 23 00:00:00 GST 2021;92306.8;63253.8;11584.2;26596.6;62026.6;105000;68413.21;5687.04;48400.83;112408.5;42753.85;14720.7;0.65;0.054;0.051;3.07;4628.71;4381.97;15785.8;15811.6
657;0;4;11323;Sat Jan 01 00:00:00 GST 2022;93251.8;63873.4;11634.9;27036;63034.7;105000;68844.47;5629.64;48824.85;112003.2;43755.77;15114.5;0.66;0.054;0.051;3.1;4628.3;4382.42;15823.2;15849.1
658;2;3;11324.938;Sun Jan 02 00:00:00 GST 2022;93455.3;64008.9;11644.7;27132.9;63259.2;105000;69951.55;5048.58;50025.41;115877.2;20550.83;15154.3;0.67;0.048;0.046;3.11;4628.22;4382.5;15893.5;15919.5
659;0;4;11328.812;Thu Jan 06 00:00:00 GST 2022;93862.1;64273.8;11666.4;27320.3;63705.8;105000;68366.22;5610.49;48353.1;115246.7;26248.1;15256;0.65;0.053;0.051;3.12;4628.08;4382.8;15928.7;15954.8
660;0;3;11335.109;Thu Jan 13 00:00:00 GST 2022;94523.3;64707.4;11702;27627.8;64420.3;105000;68855.83;5652.31;48836.32;113474;45346.44;15541.6;0.66;0.054;0.051;3.14;4627.82;4383.23;15958;15984.1
661;0;4;11339.832;Mon Jan 17 00:00:00 GST 2022;95019.2;65031;11728.8;27856.9;64948.1;105000;68523.66;5672.7;48509.04;111765.1;44620.98;15752.3;0.65;0.054;0.051;3.16;4627.6;4383.43;15990.1;16016.3
662;0;2;11344.555;Sat Jan 22 00:00:00 GST 2022;95515.1;65355.7;11755.7;28087;65473.4;105000;68747.52;5707.71;48729.34;111227.6;44374.09;15961.9;0.65;0.054;0.052;3.17;4627.37;4383.62;16007.4;16033.6
663;0;3;11349.277;Thu Jan 27 00:00:00 GST 2022;96011;65680.5;11782.9;28317.4;65996.6;105000;68785.03;5743.5;48766.62;110777.7;49332.09;16194.9;0.66;0.055;0.052;3.19;4627.15;4383.81;16029.5;16055.8
664;0;4;11354;Tue Feb 01 00:00:00 GST 2022;96506.8;66006;11810.2;28548.2;66518.9;105000;68908.65;5786.75;48888.7;110606.4;48735.43;16425;0.66;0.055;0.052;3.21;4626.92;4383.94;16058.2;16084.5
665;0;2;11360;Mon Feb 07 00:00:00 GST 2022;97136.8;66419.1;11845.3;28841.3;67180.9;105000;68858.3;5845.47;48839.1;110332.3;49069.38;16719.4;0.66;0.056;0.053;3.23;4626.63;4384.15;16086.8;16113.1
666;0;6;11373;Sun Feb 20 00:00:00 GST 2022;98501.8;67306.5;11919.5;29469;68611.5;105000;68263.39;5711.46;48288.39;110042.9;46951.27;17329.8;0.65;0.054;0.052;3.27;4625.99;4384.27;16156.7;16183.1
667;0;3;11374;Mon Feb 21 00:00:00 GST 2022;98606.8;67375.3;11925.6;29517.8;68726.8;105000;68746.16;6045.83;48730;115354.1;24873.41;17354.7;0.65;0.058;0.054;3.28;4625.92;4384.27;16191.7;16218.3
668;0;3;11376;Wed Feb 23 00:00:00 GST 2022;98816.8;67512.9;11936.6;29615.3;68957;105000;68794.81;5517.71;48757.56;115069.1;30883.47;17416.4;0.66;0.053;0.05;3.28;4625.85;4384.46;16224.5;16251.1
669;0;6;11379;Sat Feb 26 00:00:00 GST 2022;99131.8;67718.7;11952.5;29761.3;69302.9;105000;68622.33;5305.35;48669.98;115320.6;30938.61;17509.3;0.65;0.051;0.048;3.29;4625.74;4384.62;16284.7;16311.4
670;1;4;11380.5;Sun Feb 27 00:00:00 GST 2022;99289.3;67823.7;11961.4;29836.4;69481.1;105000;69994.6;5895.2;50076.77;118762.7;23662.4;17544.7;0.67;0.056;0.053;3.3;4625.69;4384.74;16523.9;16551
671;0;3;11382;Tue Mar 01 00:00:00 GST 2022;99446.8;67928.7;11970.1;29911.4;69658.3;105000;69952.28;5821.25;50021.6;118139.4;34048.72;17595.8;0.67;0.055;0.053;3.3;4625.65;4384.87;16554.4;16581.5
672;0;2;11384.667;Thu Mar 03 00:00:00 GST 2022;99726.8;68114.3;11986;30043.9;69971.1;105000;69631.11;5963.95;49684.86;117305.3;36640.32;17693.5;0.66;0.057;0.054;3.31;4625.56;4385.07;16580.8;16608
673;1;2;11387.333;Sun Mar 06 00:00:00 GST 2022;100006.8;68300.1;12001.9;30176.5;70282.8;105000;69661.86;5976.07;49715.7;116877.8;39414.98;17798.6;0.66;0.057;0.054;3.32;4625.48;4385.27;16788.8;16816.3
674;0;1;11390;Wed Mar 09 00:00:00 GST 2022;100286.8;68485.9;12017.9;30309.1;70591.1;105000;69661.94;5994.38;49715.33;115611.3;26852.6;17870.2;0.66;0.057;0.054;3.33;4625.41;4385.49;16797.7;16825.2
675;0;2;11391;Thu Mar 10 00:00:00 GST 2022;100391.8;68555.6;12023.9;30358.8;70706.9;105000;69710.03;5973.52;49767.32;115852;27373.45;17897.6;0.66;0.057;0.054;3.34;4625.35;4385.49;16823;16850.5
676;0;1;11393;Sat Mar 12 00:00:00 GST 2022;100601.8;68694.9;12035.9;30458.3;70938.3;105000;69667.68;6006.37;49721.49;115709.6;27184.54;17952;0.66;0.057;0.054;3.34;4625.28;4385.64;16833.9;16861.5
677;0;2;11397;Wed Mar 16 00:00:00 GST 2022;101021.8;68972.3;12060.2;30655.9;71397.5;105000;69357.05;6077.83;49410.26;114788.4;26442.79;18057.8;0.66;0.058;0.055;3.36;4625.12;4385.9;16856.1;16883.7
678;0;4;11401;Sun Mar 20 00:00:00 GST 2022;101441.8;69250.9;12084.7;30854.7;71858.6;105000;69649.03;6134.76;49693.2;115274.1;52650;18268.4;0.66;0.058;0.055;3.37;4624.97;4386.17;16888.3;16915.9
679;0;1;11405;Thu Mar 24 00:00:00 GST 2022;101861.8;69528.1;12109.5;31052;72313.2;105000;69288.34;6180.58;49333.61;113648;29435.2;18386.1;0.66;0.059;0.056;3.38;4624.81;4386.39;16900.2;16927.9
680;0;5;11409;Mon Mar 28 00:00:00 GST 2022;102281.8;69805.5;12134;31245.3;72774.5;105000;69341.96;6134.92;48315.87;115327.5;52650;18596.7;0.66;0.058;0.055;3.4;4624.65;4386.6;16957.9;16985.6
681;1;7;11411;Wed Mar 30 00:00:00 GST 2022;102485;69944.6;12140.7;31345.3;73009.8;101582.3;69589.59;3347.93;49999.75;117676.7;24302.85;18645.3;0.69;0.033;0.032;3.41;4624.63;4386.83;17228.4;17256.5
682;0;3;11413;Fri Apr 01 00:00:00 GST 2022;102682;70081.2;12146.4;31438.9;73244;98510.04;68300.42;2863.96;46804.7;117063.2;0;18645.3;0.69;0.029;0.028;3.41;4624.63;4387.11;17281;17309.1
683;0;8;11417;Tue Apr 05 00:00:00 GST 2022;103102;70361;12161.9;31639.1;73709.4;105000;69937.87;3857.73;50042.3;116357.7;2248.92;18654.3;0.67;0.037;0.035;3.43;4624.55;4387.42;17375.9;17404.2
684;2;4;11417.65;Tue Apr 05 00:00:00 GST 2022;103170.3;70406.2;12166.3;31671.3;73786.4;105000;69505.48;6777.22;49550.61;118446.3;6485.14;18658.5;0.66;0.065;0.061;3.43;4624.53;4387.47;17752.4;17781.3
685;0;2;11418.95;Wed Apr 06 00:00:00 GST 2022;103306.8;70496.3;12174.8;31735.4;73936.3;105000;69319.16;6558.16;49356.54;115311.6;7273.21;18668;0.66;0.062;0.059;3.43;4624.48;4387.49;17766;17795
686;0;3;11421.55;Sat Apr 09 00:00:00 GST 2022;103579.8;70677;12191.6;31864.2;74233.3;105000;69490.31;6466.56;49524.63;114235.8;11790.24;18698.6;0.66;0.062;0.058;3.44;4624.38;4387.65;17788.3;17817.3
687;0;3;11424.36;Tue Apr 12 00:00:00 GST 2022;103874.9;70872;12209.8;32003.2;74553.8;105000;69417.89;6459.12;49452.09;114037.6;11127.64;18729.9;0.66;0.062;0.058;3.45;4624.29;4387.81;17806.8;17835.8
688;0;3;11427.252;Fri Apr 15 00:00:00 GST 2022;104178.5;71073.3;12228.6;32146.7;74883.1;105000;69613.01;6516.2;49638.18;113893.2;38268.51;18840.5;0.66;0.062;0.058;3.46;4624.16;4387.94;17827.6;17856.6
689;0;3;11430.184;Mon Apr 18 00:00:00 GST 2022;104486.3;71276.6;12247.6;32291.4;75214.9;105000;69324.89;6494.21;49360.02;113164.5;37200.61;18949.6;0.66;0.062;0.058;3.47;4624.03;4388.06;17850.5;17879.6
690;0;1;11433.388;Thu Apr 21 00:00:00 GST 2022;104822.7;71498.1;12268.4;32448.9;75578.2;105000;69123.54;6491.32;49162.17;113385.8;36596.68;19066.9;0.66;0.062;0.058;3.48;4623.98;4388.25;17856.2;17885.4
691;0;2;11436.592;Sun Apr 24 00:00:00 GST 2022;105159.2;71720.1;12289.2;32607;75942.4;105000;69292.7;6489.43;49329.07;113663.3;37271.59;19186.3;0.66;0.062;0.058;3.49;4623.82;4388.26;17868;17897.1
692;0;2;11443;Sun May 01 00:00:00 GST 2022;105832;72164.6;12331.1;32923.6;76671.5;105000;69372.76;6534.29;49407.92;113783;37807.63;19428.6;0.66;0.062;0.059;3.52;4623.55;4388.59;17882.5;17911.7
693;0;3;11450.25;Sun May 08 00:00:00 GST 2022;106593.3;72669;12378.9;33283.2;77492.3;105000;69571.94;6590.82;49604.86;113206.9;32975.35;19667.6;0.66;0.063;0.059;3.54;4623.27;4388.99;17912.6;17941.9
694;0;3;11457.5;Sun May 15 00:00:00 GST 2022;107354.5;73173.1;12427;33642.6;78312.7;105000;69533.13;6634.02;49568.35;113162.8;36166.59;19929.9;0.66;0.063;0.059;3.57;4622.96;4389.27;17936.4;17965.7
695;1;3;11464.75;Sun May 22 00:00:00 GST 2022;108115.8;73679.2;12475.4;34003.9;79131.9;105000;69799.37;6681.17;49831.09;112992.2;38475.49;20208.8;0.66;0.064;0.06;3.59;4622.66;4389.64;17972;18001.3
696;0;6;11472;Mon May 30 00:00:00 GST 2022;108877;74179.9;12522.7;34360.3;79947.1;105000;69067.94;6519.97;49155.06;112436;30990.39;20433.5;0.66;0.062;0.058;3.62;4622.34;4389.77;18023.1;18052.6
697;0;2;11474;Wed Jun 01 00:00:00 GST 2022;109087;74316.6;12535.9;34457.1;80177.1;105000;68334.46;6620.76;48402.74;115021.7;26666.01;20486.8;0.65;0.063;0.059;3.62;4622.26;4389.85;18041.8;18071.2
698;0;3;11478;Sun Jun 05 00:00:00 GST 2022;109507;74588.9;12562.3;34649.6;80641.8;105000;68074.45;6603.23;48141.19;116170.8;31003.02;20610.8;0.65;0.063;0.059;3.64;4622.12;4390.1;18075.9;18105.4
699;1;10;11481;Wed Jun 08 00:00:00 GST 2022;109799.4;74793.8;12572.6;34796.8;80991.4;97474.45;68313.64;3411.47;49061.43;116526.4;17792.14;20664.2;0.7;0.035;0.034;3.65;4622.12;4390.55;18381.6;18411.6
700;0;6;11484;Sat Jun 11 00:00:00 GST 2022;110114.4;75007.5;12585.1;34950.9;81337.6;104995;71235.77;4161.25;51372.62;115425.3;19340.32;20722.2;0.68;0.04;0.038;3.66;4622.05;4390.74;18480.1;18510.2
701;0;14;11487;Tue Jun 14 00:00:00 GST 2022;110408.3;75213.4;12595.7;35098.9;81681.7;97951.48;68623.13;3554.26;49335.22;114677.2;0;20722.2;0.7;0.036;0.035;3.67;4622.05;4391.14;18664.3;18694.7
702;0;10;11490;Fri Jun 17 00:00:00 GST 2022;110714.1;75418.9;12608.6;35241.4;82028.4;101936;68481.95;4281.76;47490;115591.7;0;20722.2;0.67;0.042;0.04;3.68;4622;4391.41;18782.4;18812.9
703;0;7;11493;Mon Jun 20 00:00:00 GST 2022;111006.5;75624.4;12618.1;35389.2;82371.5;97483.49;68511.87;3167.87;49253.23;114354.1;0;20722.2;0.7;0.032;0.031;3.69;4622;4391.82;18877.4;18908.1
704;0;7;11496;Thu Jun 23 00:00:00 GST 2022;111304.5;75831.6;12629.5;35534.1;82716.8;99324.15;69074.57;3814.81;48305.75;115110.9;36450;20831.6;0.7;0.038;0.037;3.7;4621.98;4392.16;18953.6;18984.4
705;1;7;11497.333;Fri Jun 24 00:00:00 GST 2022;111444.5;75921.9;12637.6;35597.9;82872.8;105000.2;67688.47;6055.72;47818.8;117001.4;8646.25;20843.1;0.64;0.058;0.055;3.7;4621.94;4392.23;19242;19273.2
706;0;2;11499.556;Sun Jun 26 00:00:00 GST 2022;111677.8;76075.7;12653.3;35707.3;83128.8;105000;69205.04;7053.76;49261.8;115169.4;7241.45;20859.2;0.66;0.067;0.063;3.71;4621.87;4392.35;19267.7;19298.9
707;0;10;11501.778;Tue Jun 28 00:00:00 GST 2022;111913.5;76234.4;12663.7;35821.7;83381.4;106048.5;71419.22;4677.59;51468.6;113693;25422.92;20915.7;0.67;0.044;0.042;3.72;4621.79;4392.41;19437.3;19468.7
708;0;7;11504;Fri Jul 01 00:00:00 GST 2022;112133.7;76388.1;12670.6;35930.5;83633.3;99066.75;69176.35;3142.68;48948.33;113362.3;0;20915.7;0.7;0.032;0.031;3.73;4621.77;4392.65;19533.1;19564.7
709;0;4;11507;Mon Jul 04 00:00:00 GST 2022;112443.4;76599.6;12687.8;36082.8;83977.6;103253.6;70519.23;5718.39;50790.89;114757.2;10178.81;20946.2;0.68;0.055;0.052;3.74;4621.71;4392.82;19600.5;19632.2
710;0;1;11510;Thu Jul 07 00:00:00 GST 2022;112753.5;76811.5;12705.2;36235.4;84325;103367;70601.74;5806.05;50860.46;115799.5;14711.97;20990.4;0.68;0.056;0.053;3.75;4621.65;4393.03;19618.9;19650.6
711;0;11;11513;Sun Jul 10 00:00:00 GST 2022;113050.7;77017.3;12715.6;36381.5;84668.5;99062.26;68599.7;3453.21;48681.57;114500.9;0;20990.4;0.69;0.035;0.034;3.76;4621.63;4393.36;19761.1;19792.9
712;0;4;11516;Wed Jul 13 00:00:00 GST 2022;113365.7;77231.3;12728.6;36535.9;85012.3;105000;71352.07;4325.14;51483.67;114580.4;15576.52;21037.1;0.68;0.041;0.04;3.77;4621.56;4393.51;19820.9;19852.8
713;0;5;11517;Thu Jul 14 00:00:00 GST 2022;113470.7;77302;12735.6;36584.6;85131.7;105000;70724.76;7023.12;48648.24;119417.2;47250;21084.3;0.67;0.067;0.063;3.77;4621.52;4393.56;19890.2;19922.2
714;0;5;11519;Sat Jul 16 00:00:00 GST 2022;113680.7;77443.8;12749.1;36686.6;85371.5;105000;70896.62;6741.19;51016.22;119925;23512.76;21131.4;0.68;0.064;0.06;3.78;4621.48;4393.72;19972.2;20004.3
715;0;2;11522.2;Tue Jul 19 00:00:00 GST 2022;114016.7;77667.6;12769.7;36846.5;85755;105000;69930.96;6437.81;49982.87;119835.5;27350.29;21218.9;0.67;0.061;0.058;3.79;4621.43;4393.96;19989;20021.2
716;0;2;11528.6;Mon Jul 25 00:00:00 GST 2022;114688.7;78117.3;12810.4;37168.6;86512.1;105000.6;70268.29;6367.54;50328.15;118296.5;24072.46;21372.9;0.67;0.061;0.057;3.81;4621.27;4394.49;20007.9;20040
717;0;9;11535;Mon Aug 01 00:00:00 GST 2022;115340.2;78567.2;12836.9;37493;87277.7;101796.8;70290.7;4139.67;50682.57;119621.3;43398.53;21650.7;0.69;0.041;0.039;3.83;4621.22;4395.16;20175.1;20207.5
718;1;9;11537.5;Wed Aug 03 00:00:00 GST 2022;115584.5;78739;12845.7;37616.3;87586.6;97700.01;68745.81;3509.7;49308.77;123566.4;0;21650.7;0.7;0.036;0.035;3.84;4621.26;4395.64;20589.1;20622.1
719;0;9;11540;Sat Aug 06 00:00:00 GST 2022;115840;78915.3;12857.5;37616.3;87895.5;102199.7;70504.01;4740.11;0;123565.6;44550;21762.1;0.69;0.046;0.044;3.85;4621.2;4395.54;20715.2;20748.3
720;0;5;11545;Thu Aug 11 00:00:00 GST 2022;116365;79266;12881.5;37616.3;88512.8;105000;70132.28;4795.7;0;123466.1;49950;22011.8;0.67;0.046;0.044;3.87;4621;4395.02;20758.3;20791.5
721;0;13;11555.5;Sun Aug 21 00:00:00 GST 2022;117382;79978.1;12913.9;38089.4;89735.6;96861.45;67821.78;3085.85;45058.19;116455.4;4050;22054.3;0.7;0.032;0.031;3.9;4620.96;4395.75;20912.6;20946.1
722;1;11;11560.75;Fri Aug 26 00:00:00 GST 2022;117892.5;80339.3;12933.8;38349.6;90383;97232.37;68807.61;3796.77;49566.79;123306.9;11039.36;22112.3;0.71;0.039;0.038;3.92;4621.05;4396.6;21253.5;21287.5
723;0;10;11566;Thu Sep 01 00:00:00 GST 2022;118322.1;80624.5;12965.7;38539.6;90987.1;81832.18;54313.48;6066.73;36176.89;115069.7;14843.19;22190.2;0.66;0.074;0.069;3.93;4621.14;4398.1;21423.1;21457.4
724;1;8;11569;Sun Sep 04 00:00:00 GST 2022;118637.1;80840.9;12984.5;38692.5;91343.5;105000;72130.1;6274.59;50997.03;118789.1;52650;22348.2;0.69;0.06;0.056;3.94;4621.06;4398.11;21667.8;21702.4
725;1;5;11570.5;Mon Sep 05 00:00:00 GST 2022;118794.5;80948;12992.5;38769.9;91525;104912.5;71423.1;5335.76;51587.38;121034.2;30306.32;22393.6;0.68;0.051;0.048;3.95;4621.04;4398.17;21947.1;21982
726;0;8;11572.529;Wed Sep 07 00:00:00 GST 2022;119007.5;81093.4;13002;38875.1;91775.4;105000;71682.09;4674.47;51818.95;123433.5;32662.59;22459.9;0.68;0.045;0.043;3.95;4621.03;4398.32;22041.5;22076.6
727;0;7;11575.397;Sat Sep 10 00:00:00 GST 2022;119307.5;81298.6;13015.2;39023.3;92129.3;104622.8;71529.09;4594.98;51683.73;123381.9;30976.99;22548.7;0.68;0.044;0.042;3.96;4621.02;4398.55;22102.3;22137.6
728;0;2;11577.547;Mon Sep 12 00:00:00 GST 2022;119533.4;81453.1;13025.9;39135;92392.4;105000;71859.88;4965.98;51936.79;122325.8;21535.53;22595.1;0.68;0.047;0.045;3.97;4621.01;4398.78;22134.8;22170
729;0;4;11579.698;Wed Sep 14 00:00:00 GST 2022;119759.2;81603.3;13043;39242.2;92656;105000.1;69840.19;7946.77;49836.84;122575.5;29693.64;22658.9;0.67;0.076;0.07;3.98;4620.97;4399.01;22176.3;22211.6
730;0;9;11581.849;Fri Sep 16 00:00:00 GST 2022;119973.6;81753.2;13052.9;39336.9;92913.4;99662.56;69662.54;4606.98;44033.46;119680.3;0;22658.9;0.7;0.046;0.044;3.99;4620.97;4399.24;22296.7;22332.2
731;1;2;11582.925;Sat Sep 17 00:00:00 GST 2022;120085.1;81829.8;13059.9;39392.2;93045.9;103683.3;71218.62;6579.16;51455.53;123184.7;9802.21;22669.5;0.69;0.063;0.06;3.99;4620.97;4399.38;22486.1;22521.8
732;0;10;11584;Mon Sep 19 00:00:00 GST 2022;120189.6;81903.8;13064.6;39443.3;93175.9;97235.5;68871.72;4367.55;47477.88;120929.7;1350;22670.9;0.71;0.045;0.043;3.99;4620.98;4399.53;22662.7;22698.7
733;0;2;11585;Tue Sep 20 00:00:00 GST 2022;120294.6;81975.7;13069.4;39495.2;93302.2;105000;71882.54;4709.41;51966.15;126254.3;24663.17;22695.6;0.68;0.045;0.043;4;4620.98;4399.66;22699.4;22735.5
734;1;5;11585.818;Tue Sep 20 00:00:00 GST 2022;120380.5;82034.5;13073.1;39537.8;93405.7;105000;71875.86;4525.64;52000.28;126547.9;39197.6;22727.6;0.68;0.043;0.041;4;4620.99;4399.75;22981.3;23017.8
735;0;4;11587.453;Thu Sep 22 00:00:00 GST 2022;120546.8;82149.7;13079.6;39620.9;93613.1;101675.7;70447.75;3992.05;50844.76;126809.3;31326.59;22778.9;0.69;0.039;0.038;4.01;4621.01;4400.02;23070;23106.6
736;0;11;11589.59;Sat Sep 24 00:00:00 GST 2022;120756.9;82297.5;13088.3;39726.8;93880.7;98334.92;69186.25;4066.16;49532.31;125261.3;0;22778.9;0.7;0.041;0.04;4.01;4621.06;4400.42;23244.2;23281.1
737;0;6;11591.727;Mon Sep 26 00:00:00 GST 2022;120966;82444.9;13095.9;39833;94148.2;97878.33;68987.71;3577.45;49705.04;125172.5;0;22778.9;0.7;0.037;0.035;4.02;4621.11;4400.82;23329.3;23366.3
738;0;11;11593.863;Wed Sep 28 00:00:00 GST 2022;121183.8;82595.6;13106.1;39933;94418.1;101904.8;70521.16;4762.23;46836.14;126328.2;0;22778.9;0.69;0.047;0.045;4.03;4621.14;4401.1;23479.2;23516.4
739;0;2;11596;Sat Oct 01 00:00:00 GST 2022;121408.1;82743.5;13118.4;40038.4;94688;105000;69226.78;5766.85;49288.38;126319.9;15215.89;22811.4;0.66;0.055;0.052;4.03;4621.14;4401.28;23500.8;23538
740;0;11;11598.4;Mon Oct 03 00:00:00 GST 2022;121647.8;82912.2;13128.9;40159.9;94982.5;99845.19;70254.99;4377.64;50624.53;122715.1;0;22811.4;0.7;0.044;0.042;4.04;4621.17;4401.65;23722.9;23760.3
741;0;3;11600.8;Wed Oct 05 00:00:00 GST 2022;121889.7;83080.9;13138.3;40281.7;95278.4;100827.2;70290.52;3896.59;50754.46;123288.8;5465.3;22824.5;0.7;0.039;0.037;4.05;4621.2;4402;23763.7;23801.1
742;0;10;11604.4;Sun Oct 09 00:00:00 GST 2022;122241.2;83330.6;13152.1;40447.3;95730.5;97630.73;69361.53;3828.66;46013.66;125574.3;0;22824.5;0.71;0.039;0.038;4.06;4621.28;4402.64;23892.9;23930.5
743;0;3;11608;Thu Oct 13 00:00:00 GST 2022;122591.2;83578.8;13162.9;40625.7;96176.3;97207.95;68967.62;3022.11;49544.39;123835.9;0;22824.5;0.71;0.031;0.03;4.07;4621.38;4403.33;23924.5;23962.1
744;0;14;11609;Fri Oct 14 00:00:00 GST 2022;122691.6;83648.8;13168.5;40676.2;96304.1;100410.4;69952.33;5570.91;50510.82;127789.2;0;22824.5;0.7;0.055;0.053;4.08;4621.39;4403.46;24237.9;24275.9
745;1;4;11610;Sat Oct 15 00:00:00 GST 2022;122796.6;83720.4;13175.5;40728;96435;105000.1;71620.56;7015.8;51790.58;130866.4;49581.02;22874.1;0.68;0.067;0.063;4.08;4621.39;4403.58;24462.7;24501
